
1569	A92-1045	3.33139e-09
2535	P08-1020	3.33139e-09
6441	J89-3002	3.33135e-09
10765	E09-1065	3.33135e-09
4584	P04-1026	3.33135e-09
16016	P07-1009	3.33133e-09
16338	P82-1010	3.33133e-09
12172	H93-1040	3.33129e-09
6686	P92-1028	3.33129e-09
6053	C80-1066	3.33129e-09
6321	C86-1018	3.33129e-09
16334	P83-1011	3.33129e-09
6127	C82-1028	3.33126e-09
11780	H89-1043	3.33126e-09
17706	W09-3206	3.33126e-09
16963	T78-1003	3.33126e-09
11770	M92-1001	3.33122e-09
4429	C04-1088	3.33122e-09
10905	E85-1019	3.33122e-09
18120	W99-0410	3.33122e-09
15222	W07-1013	3.3312e-09
116	W02-0312	3.3312e-09
5779	S13-2052	3.3312e-09
13467	P84-1054	3.33116e-09
6255	C82-2029	3.33116e-09
7977	C94-1069	3.33116e-09
54	P03-1031	3.33116e-09
6983	C92-3129	3.33114e-09
13561	J95-1003	3.33114e-09
13365	J79-1067	3.33114e-09
17229	W09-2105	3.33114e-09
3512	W07-1501	3.33114e-09
7659	P11-1029	3.33114e-09
3121	H01-1010	3.3311e-09
11701	P87-1025	3.3311e-09
2424	C04-1133	3.3311e-09
8475	C96-2140	3.33108e-09
1714	W97-0811	3.33108e-09
17105	W07-1011	3.33108e-09
16473	P85-1004	3.33108e-09
7004	C94-1070	3.33108e-09
15119	N04-1017	3.33108e-09
12696	J01-3004	3.33108e-09
2205	A97-1022	3.33108e-09
10603	N06-1035	3.33108e-09
1443	J96-2001	3.33104e-09
10899	E85-1009	3.33104e-09
11310	W01-1607	3.33104e-09
2817	C00-1068	3.33104e-09
7070	E91-1035	3.33102e-09
7806	C92-3168	3.33102e-09
6959	C88-2149	3.33102e-09
12519	J00-1002	3.33102e-09
16399	P84-1004	3.33102e-09
1841	A92-1030	3.33098e-09
14113	P07-2032	3.33098e-09
18118	W99-0302	3.33096e-09
10888	E83-1025	3.33096e-09
15609	W03-0804	3.33096e-09
14278	W04-0711	3.33096e-09
6499	C86-1085	3.33092e-09
8277	C96-1035	3.33092e-09
10869	P84-1080	3.33092e-09
7911	C94-1039	3.3309e-09
2805	C00-1066	3.3309e-09
9842	D09-1065	3.3309e-09
1939	W02-1706	3.3309e-09
17823	W09-3933	3.3309e-09
11785	H89-1053	3.3309e-09
16274	P79-1025	3.3309e-09
16652	P99-1055	3.3309e-09
8373	W03-2118	3.3309e-09
16940	T75-2012	3.3309e-09
1658	W93-0107	3.33086e-09
6743	J90-1002	3.33086e-09
11372	H01-1064	3.33086e-09
10870	E83-1009	3.33086e-09
11761	H91-1029	3.33084e-09
16326	P81-1031	3.33084e-09
12309	H94-1074	3.33084e-09
17068	W01-1506	3.33084e-09
6072	C80-1011	3.33084e-09
1672	A92-1016	3.33084e-09
1803	W98-0706	3.3308e-09
13392	P84-1020	3.3308e-09
12067	W02-0216	3.3308e-09
7339	C90-3054	3.3308e-09
13332	J79-1032e	3.3308e-09
2344	P05-1007	3.33078e-09
18097	W98-1009	3.33078e-09
14985	N07-1066	3.33078e-09
1240	J87-1007	3.33078e-09
1717	A92-1019	3.33074e-09
13928	W98-1122	3.33074e-09
14434	J96-3003	3.33074e-09
11284	W02-0717	3.33074e-09
7130	J99-1001	3.33074e-09
11854	H90-1037	3.33074e-09
11495	L08-1017	3.33071e-09
6238	C86-1026	3.33071e-09
17298	W04-1212	3.33071e-09
16981	T78-1026	3.33071e-09
14923	N03-1001	3.33071e-09
16228	P11-2011	3.33071e-09
17767	W09-3726	3.33071e-09
16402	P84-1005	3.33067e-09
13362	J79-1063	3.33067e-09
337	A00-1036	3.33067e-09
17367	W04-3102	3.33067e-09
6051	J79-1047	3.33067e-09
11141	E93-1060	3.33067e-09
16342	P83-1004	3.33067e-09
6279	C90-3098	3.33067e-09
3484	C02-1111	3.33065e-09
6532	C86-1116	3.33065e-09
10926	E85-1041	3.33065e-09
16806	W02-0712	3.33065e-09
17139	W02-1106	3.33065e-09
16744	W08-0211	3.33065e-09
17460	W09-1113	3.33065e-09
12268	W00-1318	3.33061e-09
6194	C82-1020	3.33061e-09
11306	W07-0905	3.33061e-09
16293	P82-1027	3.33055e-09
1515	W02-1023	3.33055e-09
8115	C94-2168	3.33055e-09
17647	W09-2009	3.33055e-09
5993	C65-1024	3.33049e-09
6143	C80-1073	3.33049e-09
16290	P84-1006	3.33049e-09
7469	C92-1046	3.33049e-09
12637	L08-1537	3.33049e-09
15167	N04-2005	3.33049e-09
17009	W00-0719	3.33049e-09
2583	W03-0311	3.33049e-09
729	P05-1022	2.23859e-09
8348	P97-1003	2.23836e-09
13078	P05-1033	2.23798e-09
3167	P00-1056	2.23603e-09
649	J05-1004	2.23584e-09
4322	J07-2003	2.23529e-09
2124	W06-2920	2.23364e-09
8716	D07-1096	2.22979e-09
6651	P91-1034	2.22925e-09
13558	J91-1002	2.22863e-09
1694	J94-2001	2.22826e-09
13445	P87-1022	2.22814e-09
12043	H91-1060	2.22728e-09
708	P02-1034	2.22728e-09
1077	P04-1054	2.2271e-09
14511	P08-1028	2.22667e-09
483	N01-1025	2.22661e-09
1700	P96-1006	2.22654e-09
4792	H05-1043	2.22648e-09
6650	P91-1022	2.22643e-09
1479	P94-1013	2.22642e-09
1509	W00-0726	2.22636e-09
12091	H93-1061	2.2263e-09
1405	H91-1026	2.22588e-09
13708	J88-1003	2.22587e-09
7430	P94-1019	2.22587e-09
11606	H05-1091	2.22581e-09
2350	P98-1116	2.22569e-09
1505	P99-1004	2.22569e-09
728	P05-1013	2.22557e-09
1449	J99-2004	2.22538e-09
1442	J96-1001	2.2252e-09
4098	C04-1051	2.22514e-09
6175	P84-1075	2.22495e-09
4038	P04-1014	2.22483e-09
653	J07-4004	2.22477e-09
15100	N04-1002	2.22471e-09
1436	J93-3003	2.22459e-09
16420	P85-1037	2.22459e-09
2787	W02-2016	2.22459e-09
6912	J90-1004	2.22453e-09
6994	P91-1017	2.22447e-09
11683	W06-1615	2.22447e-09
1693	J93-1002	2.2244e-09
8139	J05-4003	2.22434e-09
3737	W04-2401	2.22428e-09
7487	P94-1020	2.22422e-09
2825	C00-1072	2.22416e-09
6384	C86-1045	2.22416e-09
14963	N04-1019	2.22416e-09
11385	H05-1004	2.2241e-09
16381	P83-1020	2.22398e-09
11019	J95-2002	2.22398e-09
8076	P99-1014	2.22398e-09
13964	P98-2182	2.22398e-09
7490	W97-0209	2.22398e-09
965	C00-1007	2.22398e-09
15818	P03-2026	2.22398e-09
1468	P91-1027	2.22385e-09
2078	P00-1010	2.22385e-09
4259	C04-1072	2.22379e-09
8246	C96-1021	2.22379e-09
1392	E91-1004	2.22373e-09
2173	P06-1043	2.22367e-09
1999	J96-3004	2.22367e-09
3070	C00-2137	2.22361e-09
1606	A97-1039	2.22361e-09
17015	W00-0730	2.22355e-09
2213	J07-2002	2.22355e-09
14494	P02-1043	2.22349e-09
11014	J93-4004	2.22349e-09
17511	W07-1401	2.22349e-09
11090	P96-1024	2.22343e-09
1749	J04-3002	2.22343e-09
6067	J81-2002	2.22343e-09
15967	W07-2014	2.22342e-09
3157	C00-2163	2.22337e-09
6857	C92-2066	2.22337e-09
11172	J97-4005	2.22337e-09
1464	P90-1031	2.22337e-09
11814	H90-1021	2.22336e-09
16973	T78-1013	2.2233e-09
8349	P98-1106	2.2233e-09
13732	J88-2005	2.2233e-09
16405	P84-1008	2.2233e-09
1615	W94-0319	2.2233e-09
17858	W10-1703	2.2233e-09
16409	P87-1033	2.2233e-09
11112	P93-1041	2.22324e-09
7132	P96-1038	2.22324e-09
2011	P00-1037	2.22324e-09
2044	N04-1039	2.22324e-09
7162	C90-2067	2.22318e-09
8131	P97-1005	2.22318e-09
966	A00-2023	2.22318e-09
1137	J03-3005	2.22312e-09
15629	P04-1053	2.22312e-09
7413	C96-1017	2.22312e-09
171	H05-1059	2.22312e-09
7690	W07-2003	2.22312e-09
3695	C02-1150	2.22312e-09
8896	W11-1901	2.22312e-09
14495	P02-1062	2.22306e-09
6191	J94-2003	2.22306e-09
15047	N03-2002	2.223e-09
11214	P02-1051	2.223e-09
8840	D07-1043	2.223e-09
11056	J03-1003	2.223e-09
11944	W98-1115	2.22294e-09
1378	C94-1024	2.22294e-09
715	P03-1056	2.22294e-09
6949	C88-2147	2.22294e-09
11520	W07-2002	2.22294e-09
10441	W06-1203	2.22294e-09
8208	E09-1005	2.22294e-09
12894	W05-0908	2.22288e-09
14421	W04-0807	2.22287e-09
11889	H92-1003	2.22287e-09
1403	H90-1055	2.22282e-09
1101	A00-2031	2.22282e-09
7512	P94-1038	2.22282e-09
13707	J88-1004	2.22281e-09
206	P03-1013	2.22275e-09
13965	P99-1032	2.22275e-09
8946	D09-1001	2.22275e-09
11276	W09-1304	2.22275e-09
14065	W03-0413	2.22269e-09
418	W01-1605	2.22269e-09
1500	P98-1080	2.22269e-09
1476	P93-1005	2.22263e-09
14197	W98-1411	2.22263e-09
6347	E89-1037	2.22263e-09
1483	P96-1008	2.22257e-09
1355	A94-1006	2.22257e-09
2221	E99-1001	2.22257e-09
1539	W96-0208	2.22257e-09
13682	P92-1027	2.22257e-09
7173	P91-1019	2.22251e-09
1754	M95-1012	2.22251e-09
14022	J99-1003	2.22251e-09
4789	E06-1027	2.22251e-09
1634	C92-1038	2.22251e-09
11752	H89-1026	2.22251e-09
7990	C94-1079	2.22245e-09
1439	J95-2004	2.22245e-09
13081	P07-1059	2.22245e-09
6342	J94-4004	2.22239e-09
1290	A92-1006	2.22239e-09
1589	J93-4001	2.22239e-09
16740	W98-1005	2.22239e-09
4061	C04-1046	2.22239e-09
17194	W04-1213	2.22232e-09
17049	W01-0726	2.22232e-09
7917	M95-1014	2.22226e-09
6469	P87-1027	2.22226e-09
1604	A94-1002	2.22226e-09
2061	W04-3103	2.22226e-09
13933	P97-1012	2.22226e-09
6534	C88-1060	2.22226e-09
13434	J83-2002	2.22226e-09
12398	I05-3025	2.22226e-09
1371	C90-3010	2.2222e-09
6139	C92-2117	2.2222e-09
15739	W06-3808	2.2222e-09
3317	W02-0817	2.2222e-09
13931	P99-1044	2.2222e-09
1381	C94-1032	2.2222e-09
7231	P95-1018	2.2222e-09
1022	A00-2026	2.2222e-09
6005	J85-2005	2.2222e-09
13868	N01-1021	2.2222e-09
6663	C88-1021	2.22214e-09
8299	P99-1042	2.22214e-09
6091	J84-2002	2.22214e-09
6845	J03-4002	2.22214e-09
17166	W03-1730	2.22214e-09
2847	P08-1090	2.22214e-09
8919	D07-1061	2.22214e-09
2520	W02-1210	2.22214e-09
654	J08-1002	2.22214e-09
15719	P02-1046	2.22208e-09
9566	D09-1005	2.22208e-09
13406	P86-1032	2.22208e-09
6646	H05-1101	2.22208e-09
10329	W06-3812	2.22208e-09
1396	E93-1046	2.22202e-09
7355	P06-1005	2.22202e-09
5776	P11-2008	2.22202e-09
8915	S10-1010	2.22202e-09
6393	E89-1032	2.22196e-09
7054	P99-1061	2.22196e-09
6429	J95-4002	2.22196e-09
9803	N10-1020	2.22196e-09
13026	J04-1002	2.22196e-09
1970	P05-3026	2.2219e-09
12045	J93-3001	2.2219e-09
8179	W97-0109	2.2219e-09
2163	W06-2912	2.2219e-09
4163	P06-3002	2.2219e-09
2341	W98-1425	2.2219e-09
8216	W05-0601	2.2219e-09
2521	W02-1502	2.2219e-09
246	W02-1002	2.22184e-09
18039	W97-0204	2.22184e-09
11878	P92-1030	2.22184e-09
1553	W98-1117	2.22184e-09
11270	E99-1043	2.22184e-09
7013	C92-3158	2.22184e-09
2702	E06-1025	2.22184e-09
91	P01-1037	2.22184e-09
12198	W01-0703	2.22184e-09
13563	J97-1004	2.22184e-09
1679	C00-1004	2.22183e-09
6863	E91-1005	2.22183e-09
16551	P88-1011	2.22183e-09
15389	N10-1038	2.22183e-09
6468	J87-3002	2.22177e-09
538	P01-1035	2.22177e-09
13088	W06-3113	2.22177e-09
7205	C90-3009	2.22177e-09
6404	P89-1033	2.22177e-09
971	J08-3004	2.22177e-09
8149	J95-3003	2.22177e-09
16094	P08-1032	2.22177e-09
14949	P05-1069	2.22171e-09
815	W03-1022	2.22171e-09
6449	C94-1056	2.22171e-09
11262	E99-1026	2.22171e-09
11682	H05-1124	2.22171e-09
13053	J04-2004	2.22171e-09
13912	P03-1006	2.22171e-09
1158	A00-2038	2.22171e-09
13701	J87-3006	2.22171e-09
5249	W10-4236	2.22171e-09
2137	P00-1064	2.22165e-09
11767	H90-1020	2.22165e-09
18109	W98-1240	2.22165e-09
1581	W01-0708	2.22165e-09
8444	C96-2120	2.22165e-09
11838	H90-1026	2.22165e-09
1222	A83-1006	2.22165e-09
2972	J06-2001	2.22165e-09
6455	E87-1003	2.22165e-09
5752	C10-1152	2.22165e-09
6640	C90-3101	2.22159e-09
13944	P01-1042	2.22159e-09
6990	C90-1005	2.22159e-09
13384	J80-1003	2.22159e-09
11857	H89-2048	2.22159e-09
11821	H91-1013	2.22159e-09
6934	C92-2067	2.22159e-09
1755	M98-1007	2.22159e-09
6311	P89-1005	2.22159e-09
18036	W96-0501	2.22159e-09
918	N04-1024	2.22159e-09
11706	P98-1032	2.22159e-09
6852	P95-1005	2.22159e-09
412	J00-3005	2.22159e-09
11875	H91-1075	2.22153e-09
2003	P98-2230	2.22153e-09
7115	C92-1027	2.22153e-09
14457	P05-1046	2.22153e-09
16265	P83-1022	2.22153e-09
1347	H91-1034	2.22153e-09
686	N06-1026	2.22153e-09
6453	C86-1065	2.22153e-09
6385	C88-1018	2.22153e-09
18066	W97-0802	2.22153e-09
11347	H01-1051	2.22153e-09
7919	P98-2196	2.22153e-09
13501	J83-3004	2.22153e-09
9155	L08-1139	2.22153e-09
2431	H01-1043	2.22153e-09
15277	S13-1004	2.22153e-09
3104	C00-2139	2.22147e-09
531	A00-2013	2.22147e-09
3047	E06-1052	2.22147e-09
16324	P81-1030	2.22147e-09
13013	W04-2703	2.22147e-09
13696	J87-3004	2.22147e-09
11106	P99-1037	2.22147e-09
343	H01-1009	2.22147e-09
16391	P85-1015	2.22147e-09
6398	P87-1011	2.22147e-09
3254	C02-1012	2.22147e-09
11468	P08-1031	2.22147e-09
6766	H91-1057	2.22147e-09
358	P02-1005	2.22147e-09
7833	J04-1004	2.22147e-09
9524	D08-1038	2.22147e-09
3713	P06-1063	2.22147e-09
14232	J96-4002	2.22147e-09
684	N06-1023	2.22147e-09
17487	W07-0602	2.22147e-09
6044	C82-1004	2.22147e-09
1256	A83-1027	2.22147e-09
341	A00-1039	2.22141e-09
7247	W93-0307	2.22141e-09
2222	A97-1028	2.22141e-09
2380	W97-0704	2.22141e-09
13416	P84-1065	2.22141e-09
9396	D08-1023	2.22141e-09
11110	J02-2001	2.22141e-09
10614	P08-2050	2.22141e-09
4403	N06-2049	2.22141e-09
12244	P98-1115	2.22141e-09
11746	J95-1002	2.22141e-09
10552	L08-1086	2.22141e-09
8588	C96-2166	2.22141e-09
16394	P89-1029	2.22141e-09
16003	P06-4018	2.22141e-09
11898	H93-1066	2.22141e-09
11885	H90-1017	2.22141e-09
3109	W01-0713	2.22135e-09
7583	W97-0323	2.22135e-09
7396	W00-1207	2.22135e-09
